slug,project_id,title,downloads,categories,game_versions,highest_game_version
awesome-swag-pack,oRvYIcAZ,Awesome Swag Pack,691,"['adventure', 'combat', 'fabric', 'forge', 'multiplayer', 'optimization', 'quilt']",['1.20.1'],1.20.1
neom-lite,XYVtVEvR,Not Enough Optimizations Lite,691,"['fabric', 'lightweight', 'optimization']","['1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.8', '1.21.10', '1.21.11']",1.21.11
kartomas-wynncraft-experience,umnh7Cxb,Kartoma's Wynncraft Experience,691,"['adventure', 'fabric', 'multiplayer', 'optimization', 'quilt']","['1.20.2', '1.21.4']",1.21.4
eternal-nightfall,SM5fxTzX,Eternal Nightfall,691,"['adventure', 'challenging', 'forge', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
unstablesmp-2v1000-fight,VFkNhLq7,UnstableSMP - 2v1000 Fight,690,"['adventure', 'challenging', 'combat', 'fabric', 'optimization']","['1.21', '1.21.1', '1.21.11']",1.21.11
optimizedvanilla+,BDr5cAE3,OptimizedVanilla+,690,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.21.4'],1.21.4
facucraft-t3,ZBHf5sxp,FacuCraft,690,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
endlesswinter,DFxRvLPD,Endless Winter,690,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
obsidian-optimized,QKcY3zhj,Obsidian Optimized,690,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.18.2', '1.19.2', '1.20.1', '1.20.4', '1.21', '1.21.1']",1.21.1
apostlecraft,1buNnxky,ApostleCraft,690,"['adventure', 'challenging', 'fabric', 'kitchen-sink']",['1.20.1'],1.20.1
z0mbs-survival+,zNAUsfkT,Z0mb's Survival Plus+,690,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
excellent-performance-of-nvidium-+-voxy,RJBGYNeD,Excellent Performance of Nvidium + Voxy,689,"['fabric', 'multiplayer', 'optimization']",['1.20.4'],1.20.4
tryhard,B8oSX5TA,TryHard,689,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
mekanisms-vanilla-overhaul,9BAGRUGS,Mekanisms enhanced MC,689,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'magic', 'optimization', 'technology']",['1.20.1'],1.20.1
chaoscommunity,XUlJx8Na,Chaos Community,689,"['fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
jaffa-factory-2,1he808Xp,Jaffa Factory 2,688,"['forge', 'kitchen-sink', 'technology']",['1.20.1'],1.20.1
cogs-and-comforts,XLNCEjQD,Cogs and Comforts,688,"['forge', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
extended-minecraft,fLIQdbOX,Extended Minecraft,688,"['adventure', 'combat', 'forge', 'optimization']",['1.20'],1.20
naoh,APN9lLCi,NaOH,688,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21'],1.21
minecraft-extended-2,mBiKyLGC,Minecraft Extended 2,688,"['adventure', 'combat', 'multiplayer', 'quilt']",['1.20.1'],1.20.1
hera,C5o0Mpmn,Hera,688,"['adventure', 'fabric', 'optimization']",['1.20.1'],1.20.1
immersivemc-imc2,HIgvgaif,ImmersiveMC - IMC2,687,"['fabric', 'lightweight', 'optimization']",['1.21.1'],1.21.1
cafs-cobblemon-ascension,ijhOqxV7,Caf's Cobblemon Ascension,687,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
"cobblemon-red,blue,yellow-and-green-(redone)",X53ymizS,"Cobblemon-Red,Blue,Yellow and Green (Redone)",687,"['adventure', 'challenging', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
hint-of-vanilla,ZUvA7nI0,Hint of Vanilla,686,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.21.11'],1.21.11
d3adgh0st-mp,b1eBfiGA,d3adgh0st-mp,686,"['adventure', 'fabric', 'multiplayer', 'optimization']","['1.20.4', '1.21', '1.21.1', '1.21.10']",1.21.10
oh-how-delightful!,MdAhr4ec,Oh How Delightful!,686,"['adventure', 'forge', 'lightweight', 'magic', 'multiplayer']",['1.20.1'],1.20.1
vanillaenhancedmp,vGyjlKES,Vanilla Enhanced,686,"['fabric', 'lightweight', 'optimization']","['1.21.4', '1.21.5', '1.21.8']",1.21.8
silent-horizons,3XFeedCH,Silent Horizons,686,"['adventure', 'challenging', 'combat', 'fabric']",['1.20.1'],1.20.1
create-faster,iGDHOSk4,Create Faster,686,"['neoforge', 'optimization', 'technology']",['1.20.1'],1.20.1
cobblemon-evolved-server,YWGF5hcL,Cobblemon Evolved,685,"['adventure', 'challenging', 'fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
peakperformance,5oVXH4fi,PeakPerformance,685,"['forge', 'lightweight', 'multiplayer', 'optimization']",['1.8.9'],1.8.9
the-fog-watches,8sn0UdII,The Fog Watches,684,"['adventure', 'challenging', 'forge', 'lightweight']",['1.19.2'],1.19.2
battle-of-evercraft,lHJpNnVu,Battle of Evercraft,684,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
pvp-and-optimizations,vm1GXOgc,PvP and optimizations,683,"['combat', 'fabric', 'optimization', 'technology']","['1.21.10', '1.21.11']",1.21.11
neomods,uLKiQFBq,NeoMods,683,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.8', '1.21.10', '1.21.11']",1.21.11
terra-smp,T4rjbc3g,Terra-SMP,683,"['adventure', 'fabric', 'lightweight', 'multiplayer']","['1.21.1', '1.21.4']",1.21.4
allthescreams,sI0gTY1S,ATS (All The Screams),683,"['adventure', 'challenging', 'forge', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
cobblemon-100-days-modpack,s1BcJMkW,Cobblemon 100 Days Modpack,683,"['fabric', 'optimization']",['1.21.1'],1.21.1
pgamma,IN8YY2GM,Project Gamma,683,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer', 'optimization', 'quests']",['1.20.1'],1.20.1
minecraft-the-camping-update.,eoU10aWo,Minecraft: The Camping Update.,683,"['adventure', 'fabric', 'multiplayer', 'quests']",['1.19.2'],1.19.2
zero,eMEn1nGL,one for one,683,"['adventure', 'forge', 'lightweight', 'magic', 'multiplayer', 'optimization', 'technology']",['1.16.5'],1.16.5
a-builders-life,4nAYarpU,A Builders' Life,683,['fabric'],['1.20.1'],1.20.1
insertname,ZAk2ngwm,InsertName Utility,682,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.20.4', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.8', '1.21.10']",1.21.10
cosmic-expedition,WOjaobJb,Cosmic Expedition,608,"['adventure', 'fabric', 'forge', 'kitchen-sink', 'optimization', 'quests', 'technology']","['1.20.1', '1.20.4']",1.20.4
cobbletopia-smp,M5Q6K8D4,Cobbletopia smp,608,"['adventure', 'challenging', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
"daggers,-dragons,-and-dumbasses",c2cLGIZu,"Daggers, Dragons, and  Dumbasses",608,"['adventure', 'combat', 'forge', 'kitchen-sink', 'magic', 'multiplayer']",['1.16.5'],1.16.5
terraquest,bRYh1rro,TerraQuest,608,"['adventure', 'challenging', 'fabric', 'optimization', 'technology']",['1.20.1'],1.20.1
revenge-cove,BsXK07lW,Revenge Cove,608,"['adventure', 'forge', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
dinguzs-forge-optimization,lY8r9aCC,Dinguz's Forge Optimization,607,"['forge', 'lightweight', 'optimization']","['1.16.5', '1.18.2', '1.19.2', '1.20.1', '1.21.11']",1.21.11
an0ns-playground,pkpREp29,An0n's Playground,606,"['adventure', 'fabric', 'forge', 'multiplayer', 'neoforge', 'optimization', 'technology']","['1.20.1', '1.21.1']",1.21.1
zombie-modpack,YxE4PiKM,Zombie Modpack,606,"['adventure', 'combat', 'forge', 'lightweight', 'magic', 'multiplayer', 'quests']",['1.20.1'],1.20.1
mc-vanilla-refined,BIo0CrMB,Vanilla Refined,606,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']","['1.21.4', '1.21.5']",1.21.5
teraformed-circuitry,4nNOMW15,Terraformed Circuitry,606,"['adventure', 'forge', 'kitchen-sink', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
crafters-optimisations-qol,6MrZcGBo,Crafters Optimisations + QOL,606,"['fabric', 'multiplayer', 'optimization']","['1.20.4', '1.21.4']",1.21.4
incredibly-optimized-neoforge,FEzomUoZ,Incredibly Optimized [ NeoForge - Archive ],606,"['lightweight', 'multiplayer', 'neoforge', 'optimization']",['1.21.3'],1.21.3
garden,uC9HDTfo,garden,606,"['fabric', 'lightweight', 'optimization']","['1.20.2', '1.20.4', '1.20.6', '1.21.1']",1.21.1
vanillareborn,HpIRRRF3,VanillaReborn,605,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.2', '1.21', '1.21.5', '1.21.8', '1.21.9', '1.21.10', '26.1']",26.1
_vqxel_s-broken-script,IyeSUIhS,_Vqxel_'s Broken Script,605,"['adventure', 'challenging', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
pissbabys-grove,csme58AF,Pissbaby's Grove,605,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
asmp-arcadia,dXcZXuXa,Arcadia - Reverie Edition,604,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'multiplayer', 'technology']",['1.20.1'],1.20.1
smp-experience,VAExR4bq,SMP Experience,604,"['adventure', 'combat', 'fabric', 'optimization']","['1.21.1', '1.21.4']",1.21.4
goi,gLL8SMW6,Gears of Innovation,604,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
create-fm-2,cB4Qglwh,Create F&M 2 [Discontinued],604,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
smoothie,ULGJmlQV,Smoothie,604,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.19.2', '1.19.4']",1.19.4
framewalk_mobile,GB9247QD,FrameWalk Mobile,603,"['fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.21.11', '26.1.2']",26.1.2
meteors-vanilla-refined,CsZOIn4X,Meteor's Vanilla Refined,603,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.21.8'],1.21.8
magicam-crea,6cD5yKeF,Magicam Crea,603,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
forga-rocketing-(-better-performance-and-shaders-available),fSTy3FRD,Forga Rocketing ( Better Performance and Shaders Available),603,"['adventure', 'combat', 'forge', 'multiplayer', 'optimization', 'technology']","['1.19.2', '1.20.1']",1.20.1
smallcraft,gV3mYVkB,SmallCraft,603,['fabric'],['1.20.1'],1.20.1
create-physics-and-roads,nQorfnWp,Create: Physics and Roads,602,"['forge', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
client-for-dreamsfeather,jlkkZTwl,Client For DreamsFeather 梦落空羽客户端,602,"['fabric', 'multiplayer', 'technology']",['1.21.8'],1.21.8
xuan8833,9QAnq1MI,Xuansfy的整合包,602,"['fabric', 'lightweight', 'optimization']","['1.20.1', '1.21.4', '1.21.5', '1.21.11']",1.21.11
mellow-reverie,aIT3dmbE,Mellow Reverie,602,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'lightweight', 'magic', 'multiplayer']",['1.21.1'],1.21.1
projectzhardcore,TOxbYaot,ProjectZ Hardcore,602,"['adventure', 'challenging', 'combat', 'forge']",['1.20.1'],1.20.1
lemonpack4,H2A2MlXz,Le MonPack 4,602,"['adventure', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
kpaakehpack,Q1sHL2Ex,SuperDuperMega Vanilla Pack,602,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']",['1.19.4'],1.19.4
rocaland,OT2TII1c,RocaLand,601,"['adventure', 'forge', 'kitchen-sink', 'lightweight', 'magic', 'multiplayer', 'technology']",['1.12.2'],1.12.2
etards-essentials,6Gay57lM,eTards Essentials,601,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.21.1', '1.21.8', '1.21.10']",1.21.10
minecraft-lifesteal,uGakC99Y,Bloodtrail SMP,601,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.5', '1.21.8']",1.21.8
tomocraft,aQ6OowcV,tomocraft,601,"['adventure', 'fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
cobblemon-advanced-plus,15FL1PzY,Official Cobblemon Advanced Plus,601,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
zh-server-modpack,kogQ6WbQ,Zero Hour Server Modpack,601,"['fabric', 'multiplayer', 'optimization']","['1.20.1', '1.20.2']",1.20.2
lagfre,BzZMjncM,LagFre,601,"['fabric', 'lightweight', 'optimization']",['1.19.2'],1.19.2
wyncraft-perfected,ueVEsOkL,Wyncraft Perfected,600,"['fabric', 'magic', 'multiplayer', 'quests']",['1.21.4'],1.21.4
better-potato,7iIhRaaJ,Better Potato,600,"['fabric', 'lightweight', 'optimization']","['1.21.1', '1.21.4', '1.21.5', '1.21.7', '1.21.8', '1.21.11']",1.21.11
create-plants-vs-industry,sgjoz1do,Create Plants vs. Industry,600,"['forge', 'kitchen-sink', 'multiplayer', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
akanes-pvp-pack,pudt48hF,Akane's PvP Pack,600,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.8'],1.21.8
circuits-adventure-pack,qVbb5tmn,Circuit's Adventure Pack,600,"['adventure', 'fabric', 'lightweight', 'multiplayer']","['1.21', '1.21.4']",1.21.4
craftwars4,9Zp6eMnM,CraftWars IV,600,"['adventure', 'combat', 'forge', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
moderncube,vtKDCn0P,ModernCube. : Base,600,"['forge', 'lightweight', 'magic', 'neoforge']",['1.20.1'],1.20.1
veels,Yp86DkPK,veel's,599,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
evercraft,b8GJBuMU,Evercraft,599,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
space-and-beyond,xcI2VuSi,Space and Beyond!,598,"['adventure', 'challenging', 'fabric', 'multiplayer', 'technology']",['1.21.5'],1.21.5
the-shiny-pack,sG47dls3,The Shiny Pack,598,"['adventure', 'combat', 'fabric', 'lightweight', 'magic', 'multiplayer', 'optimization', 'quilt']","['1.20.1', '1.21.1']",1.21.1
maestro,ZUsNwitW,M.A.E.S.T.R.O.,598,"['fabric', 'lightweight', 'magic', 'multiplayer']",['1.21.8'],1.21.8
jujus-better-wynncraft-extreme,tM7TYDn3,JuJu's Better Wynncraft: Extreme,598,"['adventure', 'fabric', 'multiplayer', 'optimization', 'quests']","['1.20.2', '1.21.1', '1.21.4']",1.21.4
pokeskies,jI8KQKYs,PokeSkies Cobblemon,598,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.21.1']",1.21.1
create-radiation-n-zombies,CE2XTgwd,Create: Radiation n' Zombies,598,"['adventure', 'challenging', 'forge', 'technology']",['1.20.1'],1.20.1
intense-horror,LzRm04FN,Intense Horror,598,"['adventure', 'challenging', 'forge', 'magic', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
butter-mc,arR0ybq3,Butter MC - BuMC,598,"['adventure', 'challenging', 'fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
shrimplemodded,4XSA10Ig,Not So Shrimple,598,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer']",['1.20.1'],1.20.1
too-optimized,KeMCcxwS,Too Optimized,598,"['fabric', 'lightweight', 'optimization', 'technology']","['1.20.1', '1.20.2', '1.21']",1.21
power,pM7FJYjK,Power Client,598,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
mercury-quicksilver,juDU6aXX,Mercury - Quicksilver,598,"['adventure', 'forge', 'lightweight', 'optimization']",['1.19.2'],1.19.2
roziaria,8LIOgSPi,Roziaria,597,"['adventure', 'combat', 'forge', 'lightweight', 'multiplayer', 'neoforge', 'technology']","['1.20.1', '1.21.1']",1.21.1
create-all-of-it,7nUxFFa4,Create: ALL THE ADDONS,597,"['adventure', 'forge', 'multiplayer', 'neoforge', 'optimization', 'technology']",['1.20.1'],1.20.1
civilization-pack,xg4LmxcJ,Civilisation Pack,597,"['adventure', 'forge', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
bettervanilla-+,l4rJRdc4,Vanilla+,597,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
ethrapack,7bGToB1w,EthraPack,597,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21', '1.21.1']",1.21.1
sp_owerworld,T8ytuhhe,{ SP } OwerWorld,597,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.4', '1.21.1']",1.21.1
downstream,xsLQxFHK,Downstream,597,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'technology']",['1.20.1'],1.20.1
fyxes-vanilla-modpack,1BsrVQUS,Fyxe's Vanilla+,597,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
kurisfresh,tddDpltD,FreshVanilla (Actions and Stuffs JE),596,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.11', '26.1']",26.1
manhunt-modpack,VHVv6Kpt,Manhunt Modpack,596,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer']",['1.21.11'],1.21.11
old-version,io1qu1hk,Old version,596,"['adventure', 'forge', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
viduus,V7NjWJ6c,Viduus,596,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
filled,4tEoMsaa,Filled,596,"['adventure', 'fabric', 'multiplayer', 'optimization']","['1.19.4', '1.20.1', '1.20.4']",1.20.4
fishcraft-create,dQI2NnSj,FishCraft Create,596,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.18.2'],1.18.2
playpark,dbJXUdW9,Playpark MC,596,"['fabric', 'lightweight', 'multiplayer']",['1.19.2'],1.19.2
minecraft-renewed,8rO6UUa6,Minecraft: Renewed,596,"['lightweight', 'multiplayer', 'quilt', 'technology']",['1.18.2'],1.18.2
performia,beHUYDH9,Performia,595,"['forge', 'lightweight', 'neoforge', 'optimization']","['1.19.2', '1.20.1', '1.21.1']",1.21.1
spin-offs,UfigaANl,Spin-offs,595,"['adventure', 'challenging', 'combat', 'forge', 'optimization', 'quests', 'technology']",['1.20.1'],1.20.1
starsmppack,tB09IsCz,StarPack | Modpack for StarSMP,595,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21', '1.21.1', '1.21.4', '1.21.5', '1.21.8', '1.21.11']",1.21.11
nvidia-deoptimized,2KeGd8Cj,Nvidia DeOptimized,595,"['fabric', 'multiplayer', 'optimization']",['1.21'],1.21
spookypack,J3N8NfU0,SpookyPack,595,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
mysticworld,tXbHjjVK,MysticWorld,594,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'magic', 'technology']",['1.20.1'],1.20.1
slimline,18Hch8C1,SlimLine,594,"['fabric', 'lightweight', 'optimization']",['1.8.9'],1.8.9
vipsmp,YkHSfyrT,VIPSMP,594,"['forge', 'neoforge']",['1.20.1'],1.20.1
pale-legacy,HkukmuVX,"Pale Gardens, creaking secrets.",594,"['adventure', 'fabric', 'lightweight', 'multiplayer']",['1.21.4'],1.21.4
mineshaft-1.5,dThSVLii,Mineshaft 1.5,594,"['adventure', 'combat', 'fabric', 'multiplayer', 'technology']",['1.19.2'],1.19.2
g-craft-+,onRuljBN,G-Craft +,593,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.21.4'],1.21.4
infinite-cubes-seasons-pack,6QUtiOMU,Infinite Cubes Seasons Pack,593,"['adventure', 'challenging', 'forge', 'kitchen-sink', 'multiplayer']",['1.20.1'],1.20.1
the-trailer-experience,ZBVxU5El,Trailer Experience,593,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.21'],1.21
improvedmcphase,pqjOtuvy,Improved Minecraft Phase,593,"['adventure', 'combat', 'fabric', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
gish(pack),WF1mTobj,Gish(Pack),593,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
net-play-mc,pPoD7Bg3,Net Play MC,592,"['fabric', 'multiplayer']","['1.21.1', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11']",1.21.11
tcc-rpg,OpEhvc9k,TCC RPG,592,"['adventure', 'combat', 'fabric', 'multiplayer', 'neoforge', 'optimization']","['1.21.1', '1.21.5', '1.21.7']",1.21.7
create-amplified-(forge),VVTN2H3w,Create Amplified (Forge),592,"['adventure', 'forge', 'technology']",['1.20.1'],1.20.1
almost-perfectly-optimized,gzXivyQt,Almost Perfectly Optimized,592,"['fabric', 'optimization']","['1.20.4', '1.21.1', '1.21.4', '1.21.5', '1.21.8']",1.21.8
sea-of-pillagers,sGyM7EBt,Sea of Pillagers,592,"['adventure', 'combat', 'forge', 'quests']",['1.20.1'],1.20.1
buulzai,HAq4epqP,Buulzai,592,"['fabric', 'lightweight', 'optimization']","['1.20.1', '1.21', '1.21.1']",1.21.1
omgrod-modpack,Dswd4dpl,My Modpack,592,['forge'],['1.12.2'],1.12.2
ochoba,zSuxp1Jj,OCHOBA 1201F,591,"['adventure', 'fabric', 'magic', 'optimization']",['1.20.1'],1.20.1
create-craftable,RFpVMeTp,Create Craftable,531,"['forge', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
bit-better-than-minecraft,wGcWoxir,bit better than minecraft,531,"['adventure', 'challenging', 'combat', 'forge', 'lightweight', 'multiplayer', 'optimization', 'quests']",['1.20.1'],1.20.1
technoforge,cy8oga0c,Technoforge,531,"['fabric', 'kitchen-sink', 'technology']",['1.20.1'],1.20.1
basicpackage,4XueSGKa,BasicPackage,530,"['fabric', 'multiplayer', 'neoforge', 'optimization']",['1.21.1'],1.21.1
freedom-fabric,bAvOJA0h,FREEDOM [FABRIC],530,"['fabric', 'multiplayer', 'optimization']","['1.21.4', '1.21.10']",1.21.10
optimized-modpacks,bANRAKAy,Optimized Modpacks Lite,530,"['combat', 'fabric', 'optimization', 'technology']","['1.20.1', '1.21.5']",1.21.5
chill-create-1.5,pkJAmid1,Chill Create 1.5,530,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'technology']",['1.20.1'],1.20.1
smudged,VGxSerKw,Smudged,530,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
refreshed-styles,5dguKurn,Refreshed Styles,530,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.4', '1.21.1']",1.21.1
vanilla_augmented,1DDMKlBv,Vanilla Augmented,530,"['fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
evangelium-modpack,hJqmfTnp,Evangelium Modpack,529,"['adventure', 'combat', 'fabric', 'multiplayer']","['1.21', '1.21.11']",1.21.11
manus-witherstorm-optimized,OycYZ6MA,manus witherstorm [optimized],529,"['adventure', 'forge', 'optimization']",['1.20.1'],1.20.1
slloths-casino-official,1sMqIgZd,Slloth's Casino Official,529,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
an-amulets-glow,ZfLlVSHj,An Amulet's Glow,529,"['adventure', 'combat', 'forge']",['1.20.1'],1.20.1
scottytpack,7eTxCRHu,Scott's YouTuber Modpack,529,"['fabric', 'lightweight', 'optimization']",['1.20.4'],1.20.4
crate-colonies-a-new-dawn,rSbvFGdv,Crate Colonies - A new Dawn,528,['neoforge'],['1.21.1'],1.21.1
much-better-mc,A3t2MI54,Much Better MC,528,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']",['1.19.2'],1.19.2
easy-optimizer,oCssghi4,Easy Optimization,528,"['fabric', 'lightweight', 'optimization']","['1.20.4', '1.21', '1.21.1', '1.21.4']",1.21.4
blockshade,HssHf6QU,BlockShade,528,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
smith-bros-cobblemon,WVSiAe99,Smith Bros Cobblemon,528,['forge'],['1.20.1'],1.20.1
drosera,DZZqF8p1,Drosera,528,"['fabric', 'multiplayer', 'optimization']","['1.19.3', '1.19.4']",1.19.4
sinborn-odyssey-2,6JRUUUEF,Sinborn Odyssey 2,527,"['adventure', 'challenging', 'combat', 'fabric', 'forge', 'magic', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
create-prepare-to-dye-2,nFSlxpJI,Create Prepare to Dye-2,527,"['forge', 'quests', 'technology']",['1.20.1'],1.20.1
among-us-in-mc,KnIEMM3G,among us in mc,527,"['adventure', 'combat', 'fabric', 'lightweight']",['1.21.8'],1.21.8
dead-cold,fPM5pypB,Dead Cold,527,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'technology']",['1.20.1'],1.20.1
quality-time,skCg9HqX,Quality Time - Beautified and Optimized,527,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.8', '1.21.10']",1.21.10
natures-comfort,YnYmv2gV,Nature's Comfort,527,"['adventure', 'fabric']",['1.20.1'],1.20.1
nezs-client-side-bte-pack,lb4CxMuo,Nezs Client Side BTE Pack,527,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
fbt_modpack,3JaTpHru,"Farmers, Builders, and Travelers (FBT)",526,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.20.1'],1.20.1
vanilla-ultimate-lite,VTmsUGtP,Vanilla Ultimate Lite,526,"['fabric', 'optimization']",['1.21.1'],1.21.1
projectiris,crWFhjIP,Project Iris Event,526,"['fabric', 'lightweight', 'optimization']",['1.21.8'],1.21.8
-rpg_build_nedel,fmTdcA3g,RPG build NEdel,526,"['adventure', 'combat', 'fabric', 'magic']",['1.21.1'],1.21.1
vivid-realms,giuIG2Gf,Vivid Realms,526,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
modern-odyssey,QSTbHbQh,Modern Odyssey,526,"['adventure', 'challenging', 'forge', 'multiplayer']",['1.20.1'],1.20.1
magicafuturca,1hNKhcur,Magica Futurca,526,"['adventure', 'fabric', 'magic', 'optimization', 'technology']",['1.20.1'],1.20.1
rekt-pack,DGPY0AS3,Rekt Pack,525,"['adventure', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
ae-pipes,Iowt8WKO,AE Pipes,525,"['challenging', 'fabric', 'quests', 'technology']",['1.20.1'],1.20.1
littleblocks,XyddMhUl,Littleblocks,525,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
